Position,Album,Artists,Total,Daily
"2,569",Wanna Take This Downtown?,Niki,603455470,343196
"2,570",Open Up And Say...Ahh!,Poison,602981851,357918
"2,571",Stray Sheep,Kenshi Yonezu,602860532,380719
"2,572",Crystal Castles,Crystal Castles,602828162,535838
"2,573",Knee Deep In The Hoopla,Starship,602372422,299961
"2,574",Just Like You,Keyshia Cole,602242990,301819
"2,575",Toulouse Street,The Doobie Brothers,602197396,363307
"2,576",Bawskee,Comethazine,601949642,91459
"2,577",4275,Jacquees,601508356,270683
"2,578",Líderes,Wisin & Yandel,601447557,254619
"2,579",XOXO,Jeon Somi,601242898,200500
"2,580",El Chavo,UZI,600705349,552782
"2,581",Beg For Mercy,G-Unit,600336869,342558
"2,582",Tron: Legacy,Daft Punk,600225851,254582
"2,583",Bella Donna,Stevie Nicks,599834036,353376
"2,584",Dusty In Memphis,Dusty Springfield,599628219,353377
"2,585",Electric Light,James Bay,599540265,185766
"2,586",Raising Hell,Run-D.M.C.,598949181,244213
"2,587",Robin Hood: Prince Of Thieves,Various Artists,598923754,278493
"2,588",Ashanti,Ashanti,598892667,315531
"2,589",To Be Loved,Michael Bublé,598857051,144126
"2,590",Rien 100 Rien,Jul,598554375,333394
"2,591",Cartel De Santa,Cartel De Santa,598546510,426755
"2,592",I Wish You A Merry Christmas,Bing Crosby,598095148,9725
"2,593",Hope World,J-Hope,597554512,190691
"2,594",Facelift,Alice In Chains,597190982,430410
"2,595",My Moment,Tee Grizzley,597053586,160597
"2,596",Unbreakable Smile,Tori Kelly,596943640,67100
"2,597",Neotheater,AJR,596940982,226764
"2,598",Fifth Harmony,Fifth Harmony,596612951,40029
"2,599",Tú Crees En Mí?,Emilia,596533793,419577
"2,600",Carry On,The Score,596513174,255825
"2,601",MTO2: New Generation,Don Omar,596077079,367839
"2,602",This Is The Life,Amy Macdonald,595932851,367210
"2,603",The Don Killuminati: The 7 Day Theory,2Pac,595926072,280565
"2,604",30 De Febrero,Ha*Ash,595402679,299188
"2,605",The Black Album,Jay-Z,595270430,205551
"2,606",Anthology,Alien Ant Farm,595215353,313396
"2,607",The First Time,The Kid Laroi,594804304,1074040
"2,608",House Of Pain (Fine Malt Lyrics),House Of Pain,594510186,403095
"2,609",Moon Landing,James Blunt,594325478,134876
"2,610",Outlaw Gentlemen & Shady Ladies,Volbeat,594020473,165457
"2,611",Guitar Gangsters & Cadillac Blood,Volbeat,593929873,300551
"2,612",I See You,The xx,593688618,75111
"2,613",The Afterlove,James Blunt,593680649,77908
"2,614",Sacred Hearts Club,Foster The People,593095446,188727
"2,615",Souled Out,Jhené Aiko,593000948,276968
"2,616",Nastu,Rvfv,592343415,656164
"2,617",Reload,Metallica,592341474,516657
"2,618",Stranger In Town,Bob Seger & The Silver Bullet Band,592176518,382025
"2,619",Imunidade Musical,Charlie Brown Jr.,592088695,402278
"2,620",Partners In Crime,Rupert Holmes,591676513,348014
"2,621",Whatever,Hot Chelle Rae,591225210,143333
"2,622",Mr. Misunderstood,Eric Church,591178702,191421
"2,623",Double Fantasy,John Lennon & Yoko Ono,590972147,367248
"2,624",¿Dónde Jugarán Las Niñas?,Molotov,590915266,320651
"2,625",Malaya,Moira Dela Torre,590842015,215097
"2,626",Results May Vary,Limp Bizkit,590604649,350455
"2,627",The Joker,Steve Miller Band,590521480,245403
"2,628",Episode,Zack Tabudlo,590514371,378553
"2,629",Born To Run,Bruce Springsteen,590195977,243039
"2,630",De Fiesta,Rombai,588135536,135434
"2,631",Blank Face LP,ScHoolboy Q,588106849,90107
"2,632",Los Favoritos 2,Arcángel,587955799,98638
"2,633",We the Generation,Rudimental,587701372,46781
"2,634",R.E.D.,Ne-Yo,587686209,183404
"2,635","Covers, Vol. 2",Sleeping At Last,587625745,166157
"2,636",No Protection,Starship,587106880,0
"2,637",Kiss Me Kiss Me Kiss Me,The Cure,587096462,0
"2,638",Gallery,A R I Z O N A,586998137,52005
"2,639",The Head On The Door,The Cure,586864237,364725
"2,640",Sentimental,Juicy Luicy,586764966,787702
"2,641",Disclaimer I / II,Seether,586444941,288440
"2,642",Breezy,Chris Brown,586059323,355377
"2,643",Street Dancer 3D,Various Artists,585908292,387025
"2,644",Así Es Esto,Alfredo Olivas,585646343,615600
"2,645",What Makes You Country,Luke Bryan,585587339,164036
"2,646",Desireless,Eagle-Eye Cherry,585457150,243464
"2,647",Ill Communication,Beastie Boys,585445950,368011
"2,648",Súper Sangre Joven,Duki,585382908,286933
"2,649",Descendants,Various Artists,585285155,340252
"2,650",Civilisation,Orelsan,584635799,232668
"2,651",The Chronic,Dr. Dre,584387161,535627
"2,652",Feline,Ella Eyre,584034852,120891
"2,653",4,Foreigner,584007653,321710
"2,654",Mafia Bidness,Shoreline Mafia,583877538,479241
"2,655",It Goes Like This,Thomas Rhett,583832878,211845
"2,656",Billy Talent II,Billy Talent,583779960,206282
"2,657",Rise Of An Empire,Various Artists,583553784,164109
"2,658",0.465972222,Chris Brown,583444067,2271013
"2,659",It Was Written,Nas,583408463,257527
"2,660",B.O.A.T.S. II: Me Time,2 Chainz,583377237,190519
"2,661",Family,DJ Scheme,583371234,331497
"2,662",Dos Prédios,Veigh,583285006,528373
"2,663",Diamond Eyes,Deftones,583197842,741408
"2,664",Morning View,Incubus,583094451,262753
"2,665",Mono.,RM,582999062,198310
"2,666",Black,Dierks Bentley,582871585,143238
"2,667",Case Study 01,Daniel Caesar,582871374,286741
"2,668",Alma,Nicki Nicole,582802492,1021297
"2,669",Piece Of Mind,Iron Maiden,582329333,299323
"2,670",Static,Cults,582195117,477265
"2,671",Common Sense,J Hus,582136109,145004
"2,672",The Wonderful World Of Sam Cooke,Sam Cooke,582135868,280882
"2,673",Above The Rim,Various Artists,581849329,293175
"2,674",Aqui E Agora (Ao Vivo),Israel & Rodolffo,581841273,67177
"2,675",Y Que Quede Claro,La Arrolladora Banda El Limón De Rene Camacho,581814708,656458
"2,676",Lust For Life,Iggy Pop,581711301,228713
"2,677",Zanaka,Jain,581608319,275778
"2,678",PTSD,G Herbo,581509983,168258
"2,679",The Album,ABBA,581151340,451045
"2,680",Kaizin (??),Eve,581070627,354776
"2,681",Christmas Album,The Jackson 5,580749002,8302
"2,682",Country Squire,Tyler Childers,580286051,837398
"2,683",Con La London Metropolitan Orchestra,Ricardo Montaner,580250119,243600
"2,684",The King Is Back (#LatinIBIZAte),Juan Magán,579634627,164371
"2,685",Elisabeth,Zach Bryan,579552504,1076844
"2,686",Strictly 4 My N.I.G.G.A.Z...,2Pac,579491070,260369
"2,687",Live Forever,Lil Peep,579129559,786906
"2,688",De Mi Puño Y Letra,Carlos Baute,579124405,326221
"2,689",Discovery,Electric Light Orchestra,579111298,692245
"2,690",Wide Open,Jason Aldean,578900529,338641
"2,691",Eat Ya Veggies,bbno$,578642217,404019
"2,692",Dangerous,Yandel,578441992,220531
"2,693",Nobody Is Listening,Zayn,577928430,135058
"2,694",World Of Our Own,Westlife,577713585,235606
"2,695",Listen Without Prejudice,George Michael,577440433,241903
"2,696",Ao Vivo Em Goiânia,Maiara & Maraisa,577271896,195194
"2,697",Rock N Roll Jesus,Kid Rock,577232158,357781
"2,698",Disc-Overy,Tinie Tempah,577222162,139385
"2,699",The Race Of A Thousand Camels / Twilight,bôa,577090792,970306
"2,700",Hecho En Medellín,Blessd,576597722,213382
"2,701",Head Or Heart,Christina Perri,576574253,102332
"2,702",Liebe Ist Für Alle Da,Rammstein,576570833,346987
"2,703",Let's Dance,David Bowie,576348790,250001
"2,704",Houses Of The Holy,Led Zeppelin,576086715,238398
"2,705",Love At First Sting,Scorpions,575832310,371773
"2,706",Bad To The Bone,Inner Circle,575676279,472059
"2,707",Distorsión,Oscar Maydon,575583623,2811260
"2,708",Actual Life (April 14 - December 17 2020),Fred Again..,575503990,672137
"2,709",TY.O,Taio Cruz,575221635,197167
"2,710",Cavetown,Cavetown,575062812,266798
"2,711",Blossom,Milky Chance,574863365,117698
"2,712",The Big Day,Chance the Rapper,574620339,51196
"2,713",Darkness And Light,John Legend,574488648,50584
"2,714",Salute,Little Mix,574090955,99933
"2,715",Pa' Otro La 'O,ChiChi Peralta,574025931,363457
"2,716",For You,Selena Gomez,573837073,145197
"2,717","Songs For You, Truths For Me",James Morrison,573813692,157276
"2,718",NataKong,Natanael Cano,573439343,703107
"2,719",Face Yourself,BTS,573236101,120913
"2,720",The Last Rocket,Takeoff,573118023,209279
"2,721","De Hoy En Adelante, Que Te Vaya Bien",Julión Álvarez Y Su Norteño Banda,572544051,728541
"2,722",Dare!,The Human League,572517022,334966
"2,723",4,Juan Magán,572491069,59155
"2,724",Orbisongs,Roy Orbison,572380059,752746
"2,725",Machete Mixtape 4,Salmo & Various Artists,572369467,118967
"2,726",Te Presumo,Banda El Recodo,572114439,330875
"2,727",Pocket Full Of Kryptonite,Spin Doctors,571665665,273313
"2,728",Paradise,Chase Atlantic,571486848,554299
"2,729",Current Mood,Dustin Lynch,571330535,99341
"2,730",Testimony,August Alsina,571126863,135526
"2,731",Recently,Liana Flores,571093942,678883
"2,732",Kinks (You Really Got Me),The Kinks,570743922,252882
"2,733",Will You Be My Yellow?,Bakar,570470617,529629
"2,734",Moonlovers: Scarlet Heart Ryeo (?? ?? – ???? ?),Various Artists,570462231,322506
"2,735",O,Damien Rice,570275564,113112
"2,736",Threat to Survival,Shinedown,570102727,246972
"2,737",As Daylight Dies,Killswitch Engage,570096295,268005
"2,738",Bayou Country,Creedence Clearwater Revival,569899914,482639
"2,739",Memoirs Of An imperfect Angel,Mariah Carey,569850379,440138
"2,740",Dummy,Portishead,569557166,433233
"2,741",Believe Acoustic,Justin Bieber,569516587,61136
"2,742",Layla And Other Assorted Love Songs,Derek & The Dominos,569470600,241960
"2,743",Stop,Franco De Vita,568754069,358881
"2,744",Moving Pictures,Rush,568628370,267569
"2,745",This Is Me...Then,Jennifer Lopez,568597853,265514
"2,746",Agents Of Fortune,Blue Öyster Cult,568560248,242528
"2,747",The King Of Dance,Juan Magán,568285560,301874
"2,748",Full Speed,Kid Ink,568214509,76637
"2,749",Fancy You,Twice,567760498,226544
"2,750",New Jersey,Bon Jovi,567757281,319704
"2,751",Hexada,Ghostemane,567687830,259150
"2,752",É Simples Assim (Ao Vivo),Jorge & Mateus,567587162,378486
"2,753",La Divina Commedia,Tedua,567579302,3268583
"2,754",Raise!,"Earth, Wind & Fire",567132505,289623
"2,755",Equilíbrio (Ao Vivo),Diego & Victor Hugo,567096860,150255
"2,756","Alright, Still",Lily Allen,567062097,289185
"2,757",Eva,Lasso,566987675,499206
"2,758",Disobey,Bad Wolves,566793573,415018
"2,759",Public Void,Penelope Scott,566752349,278036
"2,760",Concept Vague,Night Lovell,566686289,171505
"2,761",Capital Punishment,Big Pun,566158229,284644
"2,762",Rx,Galantis,566139512,488929
"2,763",PTX,Pentatonix,565878624,67055
"2,764",Still Bill,Bill Withers,565508668,260664
"2,765",PTSD,Rod Wave,565186777,220440
"2,766",No More Drama,Mary J. Blige,564862992,436666
"2,767",Gossip Columns,Marc E. Bassy,564775301,48315
"2,768",The Blessed Unrest,Sara Bareilles,564441709,113673
"2,769",Ultra 2021,Various Artists,564154845,89978
"2,770",Disraeli Gears,Cream,563820863,244047
"2,771",Saturation II,Brockhampton,563564638,85663
"2,772",The Green Trip,T3R Elemento,563513306,204487
"2,773",Lifelines,I Prevail,563297830,181202
"2,774",Born To Do It,Craig David,562994236,272537
"2,775",Internacionales Y Románticos,Los Temerarios,562424730,1180250
"2,776",Bahía Ducati,Feid,562344011,282875
"2,777",O Embaixador - The Legacy (Ao Vivo),Gusttavo Lima,562001031,67682
"2,778",K23,Kenia OS,561056111,413495
"2,779",Love All Serve All,Fujii Kaze,560914869,697289
"2,780",What's Going On,Marvin Gaye,560485924,291019
"2,781",MultiViral,Calle 13,560224160,172213
"2,782",Greetings From... Jake,Jake Owen,559518159,324374
"2,783",Read My Lips,Sophie Ellis-Bextor,559313620,1018730
"2,784",Kitsune,Ingratax,559242931,266607
"2,785",Welcome To Jamrock,Damian Marley,558961634,287666
"2,786",Lil Boat,Lil Yachty,558942258,62171
"2,787",Second Album,Four Tops,558684060,286175
"2,788",Amantes Sunt Amentes,Pxndx,558471190,410786
"2,789",Baila,Greeicy,558224100,182928
"2,790",All The Lost Souls,James Blunt,558153031,212445
"2,791",Black & Blue,Backstreet Boys,558085158,264930
"2,792",Ransom 2,Mike Will Made-It,557930120,34014
"2,793",Historias,Ricardo Arjona,557769269,355584
"2,794",Based On A True Story...,Blake Shelton,557509539,160496
"2,795",Glas,Nina Chuba,557361894,589368
"2,796",Modo Avión,Dalex,557110695,100406
"2,797",Revolución De Amor,Maná,555985369,442778
"2,798",Silent Alarm,Bloc Party,555763025,283897
"2,799",Jailbreak,Thin Lizzy,555414950,249260
"2,800",A Quien Quiera Escuchar,Ricky Martin,555322937,130569
"2,801",Drôle De Mentalité,Djadja & Dinaz,555307580,253009
"2,802",DC4,Meek Mill,555288290,107760
"2,803",Happy Birthday Flakko,Rels B,555247004,213791
"2,804",Alleen,Lil Kleine,555020815,149957
"2,805",Heaven On Earth,Belinda Carlisle,554932595,0
"2,806",K.O.,Danna Paola,554101969,107744
"2,807",Extreme Behavior,Hinder,553988854,306099
"2,808",Epidemic,Money Man,553953471,380089
"2,809",Freddie's Inferno,Freddie Dredd,553842679,359740
"2,810",Pablo Alborán,Pablo Alborán,553568310,203837
"2,811",MC Kevinho,MC Kevinho,553384922,254855
"2,812",Spoiler,Aitana,553274037,118216
"2,813",Touch Up,Mother Mother,552982707,325768
"2,814",Mezzanine,Massive Attack,552770109,245537
"2,815",Days Are Gone,Haim,552466581,91674
"2,816",Nostalgia,Rod Wave,552155163,823102
"2,817",15,Bhad Bhabie,552125290,123068
"2,818",Oye Mujer,Raymix,551978169,255805
"2,819",Huracán,Alemán,551572678,389005
"2,820",3rd Time's A Charm,Zack Tabudlo,551571056,451658
"2,821",Everything I Know About Love,Laufey,551481333,1443998
"2,822",Mixed Emotions,Luh Kel,551267192,111950
"2,823",Portamento,The Drums,551175814,328985
"2,824",Suavemente,Elvis Crespo,551084707,388919
"2,825",2 Cool 4 Skool,BTS,550924170,204322
"2,826",Origin Of Symmetry,Muse,550897337,223384
"2,827",Floor Seats,ASAP Ferg,550627044,448755
"2,828",Head In The Clouds II,Various Artists,550582974,183817
"2,829",Free Nationals,Free Nationals,550568777,396596
"2,830",The Suburbs,Arcade Fire,550425474,175291
"2,831",Broken Memories,Jamie Miller,550297891,391829
"2,832",Youth,Tinie Tempah,550277166,134718
"2,833",Doom Days,Bastille,550269200,72590
"2,834",Notes On A Conditional Form,The 1975,549384869,191552
"2,835",The Nightmare Before Christmas,Danny Elfman,549322854,135261
"2,836",Holy Diver,Dio,549082794,241345
"2,837",Archivos De Mi Vida,Gerardo Ortiz,548985686,235728
"2,838",Writer's Block,Peter Bjorn And John,548744987,365393
"2,839",Bendecído,Lenin Ramírez,548423986,148488
"2,840",El Nervio Del Volcán,Caifanes,548084951,404644
"2,841",5,Nelly,548010977,225968
"2,842",Heartbeat City,The Cars,547986569,322776
"2,843",Sorry I'm Late… Again,Mae Muller,547605818,227455
"2,844",Charlie's Angels,Various Artists,547464200,130020
"2,845",Nattividad,Natti Natasha,547321781,88234
"2,846",Jeremih,Jeremih,547155127,296156
"2,847",Aquarius,Tinashe,547087680,222381
"2,848",Under My Skin,Avril Lavigne,546940529,367614
"2,849",Ready,Trey Songz,546734432,135301
"2,850",Aqua,Luciano,546534586,137629
"2,851",Little Love,MC Cabelinho,546522283,421959
"2,852",Sonder,Dermot Kennedy,546402984,352008
"2,853",Heroes,Sabaton,546136964,278954
"2,854",Take Me Back To Eden,Sleep Token,546059345,1678173
"2,855",Different 'Round Here,Riley Green,546057719,437295
"2,856",Just Once In My Life,The Righteous Brothers,545449236,420196
"2,857",Pawn Shop,Brothers Osborne,544917383,165704
"2,858",The D.O.A. Tape,Kay Flock,544799280,481751
"2,859",Hard 2 Love,Lee Brice,544550295,145692
"2,860",Vida,Canserbero,544428010,474416
"2,861",Selamat Ulang Tahun,Nadin Amizah,544392838,820967
"2,862",Escândalo Íntimo,Luísa Sonza,544048710,2210102
"2,863",Peter Pan,Ultimo,543645893,170365
"2,864",Contigo,Intocable,543536950,353214
"2,865",Pretend,Seinabo Sey,543483651,76671
"2,866",RealG4Life Vol. 4,Ñengo Flow,543466157,449338
"2,867",Agora É Que São Elas 2 (Ao Vivo | Acústico),Maiara & Maraisa,543208800,116792
"2,868",White Ladder,David Gray,542983600,199694
"2,869",Estopa,Estopa,542909783,394448
"2,870",Trouble Will Find Me,The National,542275783,115944
"2,871",Iluminatti,Natti Natasha,542148127,132753
"2,872",Sixteen Stone,Bush,541797354,239805
"2,873",Heathen Chemistry,Oasis,541501356,411423
"2,874",Fly Like An Eagle,Steve Miller Band,541290177,372800
"2,875",Chariot,Gavin DeGraw,540876367,149480
"2,876",Live In London - At The Royal Albert Hall,Jorge & Mateus,540789269,691358
"2,877",Bling Bling,Juju,540515623,151494
"2,878",Strange Clouds,B.o.B,540486570,104478
"2,879",Stereotype,Cole Swindell,540418242,371461
"2,880",La Dulzura,Cultura Profética,540356873,218377
"2,881",Built On Glass,Chet Faker,540167808,118097
"2,882",Our Beloved Summer (? ? ???),Various Artists,539515005,308854
"2,883",We Are Young Money,Various Artists,539491533,183620
"2,884",Descendants Of The Sun (??? ??) Vol. 1,Various Artists,539480618,361843
"2,885",Remember Me,Sage The Gemini,539468402,124084
"2,886",The Golden Child,YK Osiris,539422491,140445
"2,887",Disumano,Fedez,539179242,117151
"2,888",Curtis,50 Cent,538745455,302726
"2,889",Hypersonic Missiles,Sam Fender,538580526,239930
"2,890",White Blood Cells,The White Stripes,538510218,249445
"2,891",Hi Infidelity,REO Speedwagon,538485393,319639
"2,892",Girl Code,City Girls,538484628,111730
"2,893",Sheezus,Lily Allen,538334377,104108
"2,894",Wave,Ufo361,538104471,131472
"2,895",Act One,Marian Hill,537763092,61995
"2,896",Alpha,Aitana,537730040,483244
"2,897",Resonance Pt. 1 / 2,NCT,537727556,168132
"2,898",Live Life Fast,Roddy Ricch,537683389,146553
"2,899",Obsessed,Dan + Shay,537552102,95692
"2,900",F8,Five Finger Death Punch,537497223,260635
"2,901",As Melhores Do MC Don Juan,MC Don Juan,537212627,278179
"2,902",777,Latto,537179592,232087
"2,903",Issues,Korn,537168208,341590
"2,904",Lume,Filipe Ret,537087696,470272
"2,905",Echoes Of Silence,The Weeknd,537008386,183474
"2,906",El Que Busca Encuentra,Elefante,536488185,353470
"2,907",The Cars,The Cars,536194284,276812
"2,908",Müptezhel,Ezhel,536164530,251265
"2,909",Unsponsored Content,Salem Ilese,536122434,229348
"2,910",The Fat Of The Land,The Prodigy,535946178,232354
"2,911",Asher,Fabio Asher,535872216,491478
"2,912",Sie Wollten Wasser Doch Kriegen Benzin,Kontra K,535684388,95209
"2,913",The English Riviera,Metronomy,535653056,410163
"2,914","One Love, One Rhythm - The 2014 FIFA World Cup Official Album",Various Artists,535463813,267685
"2,915",Modern Vampires Of The City,Vampire Weekend,535407780,86185
"2,916",Electronic Earth,Labrinth,535335220,111884
"2,917",Tamasha (?????),A.R. Rahman,535295080,439277
"2,918",Heroes,David Bowie,535248516,207328
"2,919",Ready,Ella Mai,535179399,107676
"2,920",Love Story,Yelawolf,535097178,135170
"2,921",Victorious: Music From The Hit TV Show,Victoria Justice & Various Artists,534941378,199130
"2,922",There Is More (Live),Hillsong Worship,534770634,186053
"2,923",The Downward Spiral,Nine Inch Nails,534770562,281153
"2,924",Fear Of The Dark,Iron Maiden,534705167,231029
"2,925",Maybe You've Been Brainwashed Too,New Radicals,534672617,315485
"2,926",Social Cues,Cage The Elephant,534083117,230818
"2,927",Musica <3,Junior H,534000814,625909
"2,928",Version,Mark Ronson,533904588,897408
"2,929",Caifanes,Caifanes,533888975,405651
"2,930",Before Love Came To Kill Us,Jessie Reyez,533797614,124049
"2,931",10 Anos Na Praia (Ao Vivo),Matheus & Kauan,533609251,113242
"2,932",Church,Galantis,533595772,68302
"2,933",How Can It Be,Lauren Daigle,533552590,164724
"2,934",Snow Cougar,Yung Gravy,533540705,66976
"2,935",Simulation Theory,Muse,533539843,110126
"2,936",Be Here Now,Oasis,533495100,278075
"2,937",I'm Comin' Over,Chris Young,533298040,100788
"2,938",Her Love Still Haunts Me Like A Ghost,Montell Fish,533295669,1224606
"2,939",BTS World,BTS,533207140,125532
"2,940",Satan I Gatan,Veronica Maggio,532840208,261604
"2,941",Beyond Hell / Above Heaven,Volbeat,532782954,189986
"2,942",The River,Bruce Springsteen,532749538,212962
"2,943",The World Is Yours 2,Rich The Kid,532453318,45367
"2,944",Until Now,Swedish House Mafia,532421232,106893
"2,945",The Last Stand,Sabaton,531460129,274642
"2,946",Comatose,Skillet,530919341,239759
"2,947",Churrasquinho Menos É Mais (Ao Vivo),Grupo Menos É Mais,530872279,345458
"2,948",Infinity,Nicky Jam,530798118,88983
"2,949",Back To Basics,Christina Aguilera,530672292,170443
"2,950",Jibrail & Iblis,Samra,530607579,83264
"2,951",Hello My Name Is...,Bridgit Mendler,530408329,226839
"2,952",Shock Value II,Timbaland,530403816,282035
"2,953",Diamonds & Dancefloors,Ava Max,530193311,271665
"2,954",Endstufe,Summer Cem,530130189,105079
"2,955",19 & Dangerous,Ayra Starr,530017717,475952
"2,956",Chet Baker Sings,Chet Baker,529717442,263898
"2,957",Sí,Julieta Venegas,529635440,497326
"2,958",Su Majestad Mi Banda El Mexicano Con Ustedes...,Mi Banda El Mexicano,529550470,360919
"2,959",Who Needs Guitars Anyway?,Alice Deejay,528700179,394500
"2,960",Barefoot Blue Jean Night,Jake Owen,528621613,217957
"2,961",Keep The Faith,Bon Jovi,528298248,302793
"2,962",Nimmerland,RIN,528079865,89498
"2,963",The Now Now,Gorillaz,527998272,194332
"2,964","Retired From Sad, New Career In Business",Mitski,527973857,579267
"2,965",My Love Is Your Love,Whitney Houston,527802040,236910
"2,966",Ek Villain (?? ????),"Mithoon, Ankit Tiwari & Soch",527583890,798902
"2,967",No Label II,Migos,527486113,122777
"2,968",Sex Playlist,Omarion,527304571,116687
"2,969",Solar Power,Lorde,526984137,184212
"2,970",Ao Vivo Em Brasília,Henrique & Juliano,526666699,422782
"2,971",Changes,Vacations,526580540,711449
"2,972",Piece By Piece,Kelly Clarkson,526204654,82524
"2,973",Gartenstadt,Apache 207,526113266,670613
"2,974",Life For Rent,Dido,526091088,464944
"2,975",Invisible Touch,Genesis,526080333,271762
"2,976","Encerrados Pero Enfiestados, Vol. 1 (En Vivo)",Carín León,525709082,266932
"2,977",iDon,Don Omar,525692163,523611
"2,978",Obsessed Pt. 2,Yahritza Y Su Esencia,525687277,364937
"2,979",Mundial,Daddy Yankee,525430058,301353
"2,980",Take The Heat Off Me,Boney M.,525319078,466546
"2,981",Home Alone,John Williams,524940393,31662
"2,982",Rich Slave,Young Dolph,524871797,409497
"2,983",Felicilandia,Álvaro Díaz,524819363,661333
"2,984",Street Dreams,Fabolous,524758062,186521
"2,985",Club Azur,Kungs,524674526,291994
"2,986",No More Tears,Ozzy Osbourne,524662710,338175
"2,987",The Ride,Catfish and the Bottlemen,524551241,167666
"2,988",Word Of Mouth,The Wanted,524537574,126428
"2,989",Duran Duran (The Wedding Album),Duran Duran,524458542,320844
"2,990",Morrison Hotel,The Doors,524349163,255908
"2,991",Calidad Y Cantidad,La Arrolladora Banda El Limón De Rene Camacho,524304592,180857
"2,992",Bachata Rosa,Juan Luis Guerra 4.40,524024721,530673
"2,993",Hooray For Boobies,Bloodhound Gang,523695952,254483
"2,994",I've Ive,Ive,523675080,589702
"2,995",Free Dem Boyz,42 Dugg,523550522,332144
"2,996",Angles,The Strokes,523498497,176546
"2,997",Home Alone 2,D-Block Europe,523359142,370568
"2,998",Me vs. Myself,A Boogie Wit Da Hoodie,523125304,253144
"2,999",Twinkle Twinkle Little Star & More Kids Songs,Super Simple Songs,523081882,438922
"3,000",Nate Smith,Nate Smith,522785246,707512
"3,001",Multitude,Stromae,521971639,271811
"3,002",Welcome Interstate Managers,Fountains Of Wayne,521913843,218192
"3,003",Modjo,Modjo,521531975,665839
"3,004",Generationwhy,Zhu,520767623,104888
"3,005",Os Anjos Cantam,Jorge & Mateus,520671274,506358
"3,006",L.O.C.O.,Luciano,520487877,113842
"3,007",Wildflowers,Tom Petty,520450436,194613
"3,008",Vs.,Pearl Jam,520439541,243002
"3,009",Ich & Keine Maske,Sido,520307930,135008
"3,010",Uebe,Fred De Palma,520305652,116246
"3,011",Axis: Bold As Love,Jimi Hendrix,520257398,321576
"3,012",Ace Of Spades,Motörhead,520092785,225432
"3,013",Vencedor,Valentín Elizalde,519959038,278096
"3,014",Fleet Foxes,Fleet Foxes,519944434,207543
"3,015",Jerusalema,Master KG,519792990,177149
"3,016",Michael Bublé,Michael Bublé,519780413,263931
"3,017",You Should Be Here,Cole Swindell,519277898,183360
"3,018",Dark Before Dawn,Breaking Benjamin,518963182,168034
"3,019",Ego Death,The Internet,518758591,154300
"3,020",The Big Revival,Kenny Chesney,518659166,302101
"3,021",AJ Tracey,AJ Tracey,518449551,125182
"3,022",Da Roça Pra Cidade (Ao Vivo),Os Barões Da Pisadinha,518278921,91576
"3,023",Twicetagram / Merry & Happy,Twice,518144242,390768
"3,024",The Captain And Me,The Doobie Brothers,518078947,204406
"3,025",Fever,Megan Thee Stallion,517796191,109044
"3,026",Lil Big Pac,Kodak Black,517713094,108858
"3,027",Atlas: II,Sleeping At Last,517696634,178916
"3,028",Repeat Offender,Richard Marx,517632471,332782
"3,029",Tell Me About Tomorrow,Jxdn,517370089,123899
"3,030",Lágrimas Desordenadas,Melendi,517333552,348222
"3,031",Charli,Charli XCX,517222950,95833
"3,032",Erys,Jaden,517132900,97092
"3,033",Night Train,Jason Aldean,517117894,149158
"3,034",Get Your Heart On!,Simple Plan,516981659,159386
"3,035",Stadtaffe,Peter Fox,516950425,287922
"3,036",9,Cashmere Cat,516885262,68032
"3,037",Time Served,Moneybagg Yo,516871351,200984
"3,038",Edna,Headie One,516867660,123356
"3,039",Who Loves You,The Four Seasons,516737134,285550
"3,040",Diana,Diana Ross,516290454,260279
"3,041",Politics Of Living,Kodaline,516212506,186748
"3,042",Comme Prévu,Ninho,516143188,190502
"3,043",Ao Vivo Em Fortaleza,Mari Fernandez,516082616,207743
"3,044",Broke With Expensive Taste,Azealia Banks,516004536,238434
"3,045",Life Starts Now,Three Days Grace,515979013,222669
"3,046",Flying Solo,Pamungkas,515973446,384343
"3,047",Calle 13,Calle 13,515851256,242829
"3,048",Milano Demons,Shiva,515761898,271515
"3,049",It Is What It Is,Thundercat,515734752,429039
"3,050",Ya Hero Ya Mero,Mero,515673189,136022
"3,051",Lemon Boy,Cavetown,515328964,124667
"3,052",Love Deluxe,Sade,515243264,630246
"3,053",En Todo Estaré,Chayanne,515233734,212199
"3,054",Di Letra,Jerry Di,515158258,141670
"3,055",Blue Slide Park,Mac Miller,514934441,147929
"3,056",Here I Stand,Usher,514785746,276339
"3,057",Underground Luxury,B.o.B,514617218,72864
"3,058",Jab We Met (?? ?? ???),Pritam,514321060,650272
"3,059",The Return Of East Atlanta Santa,Gucci Mane,514287146,117203
"3,060",Testimony,August Alsina,514167060,110051
"3,061",Solta,Giulia Be,513972310,245362
"3,062",Santo Pecado,Ricardo Arjona,513945798,330332
"3,063",Triebwerke,Alligatoah,513934129,198545
"3,064",Bcos U Will Never B Free,Rex Orange County,513887863,101788
"3,065","Est. In 1989, Pt. 2.5",Mike Will Made-It,513363214,215561
"3,066",Inception,Hans Zimmer,513216016,228718
"3,067",Memories Don't Die,Tory Lanez,512905983,45174
"3,068",Even In The Quietest Moments...,Supertramp,512729577,349954
